#  xt  x  aea_inf,  aea_0, theta, aea0*c*xt**m, Minf * sin(lambda), dxdxt
 0.0000000000000E+00  0.0000000000000E+00  1.0044899203078E+00  9.9556975424122E-01  9.0000000000000E+01  0.0000000000000E+00  2.1213203435596E-01  1.0361591036809E+00
 1.0101010101010E-02  1.0466266387058E-02  1.0044894591098E+00  9.9556929713880E-01  8.9418676447534E+01  2.1523676005059E-03  2.1213203435596E-01  1.0361629095965E+00
 2.0202020202020E-02  2.0932609661513E-02  1.0044880755197E+00  9.9556792583532E-01  8.8837474155925E+01  4.3047292716423E-03  2.1213203435596E-01  1.0361743274063E+00
 3.0303030303030E-02  3.1399106712031E-02  1.0044857695487E+00  9.9556564034211E-01  8.8256514234996E+01  6.4570790841210E-03  2.1213203435596E-01  1.0361933572991E+00
 4.0404040404040E-02  4.1865834429821E-02  1.0044825412162E+00  9.9556244067807E-01  8.7675917492971E+01  8.6094111088175E-03  2.1213203435596E-01  1.0362199995892E+00
 5.0505050505051E-02  5.2332869709905E-02  1.0044783905486E+00  9.9555832686963E-01  8.7095804286847E+01  1.0761719416852E-02  2.1213203435596E-01  1.0362542547172E+00
 6.0606060606061E-02  6.2800289452389E-02  1.0044733175803E+00  9.9555329895078E-01  8.6516294374167E+01  1.2913998079672E-02  2.1213203435596E-01  1.0362961232491E+00
 7.0707070707071E-02  7.3268170563732E-02  1.0044673223532E+00  9.9554735696309E-01  8.5937506766643E+01  1.5066241169132E-02  2.1213203435596E-01  1.0363456058772E+00
 8.0808080808081E-02  8.3736589958021E-02  1.0044604049169E+00  9.9554050095565E-01  8.5359559586076E+01  1.7218442757579E-02  2.1213203435596E-01  1.0364027034192E+00
 9.0909090909091E-02  9.4205624558239E-02  1.0044525653285E+00  9.9553273098511E-01  8.4782569923006E+01  1.9370596917927E-02  2.1213203435596E-01  1.0364674168189E+00
 1.0101010101010E-01  1.0467535129754E-01  1.0044438036528E+00  9.9552404711569E-01  8.4206653698491E+01  2.1522697723749E-02  2.1213203435596E-01  1.0365397471461E+00
 1.1111111111111E-01  1.1514584712051E-01  1.0044341199622E+00  9.9551444941912E-01  8.3631925529439E+01  2.3674739249348E-02  2.1213203435596E-01  1.0366196955963E+00
 1.2121212121212E-01  1.2561718898447E-01  1.0044235143367E+00  9.9550393797471E-01  8.3058498597839E+01  2.5826715569845E-02  2.1213203435596E-01  1.0367072634910E+00
 1.3131313131313E-01  1.3608945386070E-01  1.0044119868640E+00  9.9549251286930E-01  8.2486484524269E+01  2.7978620761259E-02  2.1213203435596E-01  1.0368024522777E+00
 1.4141414141414E-01  1.4656271873574E-01  1.0043995376392E+00  9.9548017419728E-01  8.1915993246006E+01  3.0130448900589E-02  2.1213203435596E-01  1.0369052635297E+00
 1.5151515151515E-01  1.5703706061268E-01  1.0043861667652E+00  9.9546692206058E-01  8.1347132900038E+01  3.2282194065892E-02  2.1213203435596E-01  1.0370156989467E+00
 1.6161616161616E-01  1.6751255651239E-01  1.0043718743524E+00  9.9545275656865E-01  8.0780009711273E+01  3.4433850336371E-02  2.1213203435596E-01  1.0371337603540E+00
 1.7171717171717E-01  1.7798928347484E-01  1.0043566605190E+00  9.9543767783850E-01  8.0214727886186E+01  3.6585411792449E-02  2.1213203435596E-01  1.0372594497033E+00
 1.8181818181818E-01  1.8846731856032E-01  1.0043405253904E+00  9.9542168599467E-01  7.9651389512139E+01  3.8736872515857E-02  2.1213203435596E-01  1.0373927690722E+00
