# ind =     1, ny =  2000, ndof =     5, ymax =  2.3387059397936E+01
 0.0000000000000E+00  2.2849026983820E-02 -5.0452059814027E-01  0.0000000000000E+00  1.7713490777634E-07 -2.3679012543599E-02
 1.1897304503730E-02  2.2390560888554E-02 -5.0428313957476E-01  0.0000000000000E+00  7.5362899016878E-05 -2.3203645138057E-02
 2.3794570295832E-02  2.1936666343074E-02 -5.0398113479038E-01  0.0000000000000E+00  1.1377205649331E-04 -2.2732600070562E-02
 3.5691759382124E-02  2.1487350381374E-02 -5.0361476076666E-01  0.0000000000000E+00  1.1545737715186E-04 -2.2265889649273E-02
 4.7588834545016E-02  2.1042651221789E-02 -5.0318517789298E-01  0.0000000000000E+00  8.0766450937000E-05 -2.1803586520017E-02
 5.9485759336706E-02  2.0602597326762E-02 -5.0269333794455E-01  0.0000000000000E+00  9.9880464746643E-06 -2.1345746516370E-02
 7.1382498072243E-02  2.0167216680818E-02 -5.0214025044480E-01  0.0000000000000E+00 -9.6568472972923E-05 -2.0892425947724E-02
 8.3279015822459E-02  1.9736533552937E-02 -5.0152688914044E-01  0.0000000000000E+00 -2.3860059675744E-04 -2.0443675531303E-02
 9.5175278406785E-02  1.9310569777888E-02 -5.0085422623821E-01  0.0000000000000E+00 -4.1580220943528E-04 -1.9999542796979E-02
 1.0707125238596E-01  1.8889344371757E-02 -5.0012322046851E-01  0.0000000000000E+00 -6.2786683335149E-04 -1.9560071222624E-02
 1.1896690505462E-01  1.8472873771590E-02 -4.9933482183331E-01  0.0000000000000E+00 -8.7448593964355E-04 -1.9125300745761E-02
 1.3086220443384E-01  1.8061171784431E-02 -4.9848997029986E-01  0.0000000000000E+00 -1.1553490622748E-03 -1.8695267683260E-02
 1.4275711926348E-01  1.7654249786108E-02 -4.9758959666596E-01  0.0000000000000E+00 -1.4701432691304E-03 -1.8270004789980E-02
 1.5465161899462E-01  1.7252116629146E-02 -4.9663462263192E-01  0.0000000000000E+00 -1.8185528964841E-03 -1.7849541479966E-02
 1.6654567378171E-01  1.6854778839958E-02 -4.9562596113546E-01  0.0000000000000E+00 -2.2002591868995E-03 -1.7433903753388E-02
 1.7843925447487E-01  1.6462240569828E-02 -4.9456451658330E-01  0.0000000000000E+00 -2.6149400019025E-03 -1.7023114349292E-02
 1.9033233261192E-01  1.6074503753173E-02 -4.9345118510368E-01  0.0000000000000E+00 -3.0622695009927E-03 -1.6617192886282E-02
 2.0222488041053E-01  1.5691568051406E-02 -4.9228685477511E-01  0.0000000000000E+00 -3.5419178730575E-03 -1.6216155817299E-02
 2.1411687076020E-01  1.5313431068546E-02 -4.9107240585314E-01  0.0000000000000E+00 -4.0535510413077E-03 -1.5820016596274E-02
 2.2600827721426E-01  1.4940088215661E-02 -4.8980871097860E-01  0.0000000000000E+00 -4.5968304195225E-03 -1.5428785736844E-02
 2.3789907398179E-01  1.4571532950494E-02 -4.8849663539684E-01  0.0000000000000E+00 -5.1714126509839E-03 -1.5042470923121E-02
 2.4978923591957E-01  1.4207756734719E-02 -4.8713703712253E-01  0.0000000000000E+00 -5.7769493682696E-03 -1.4661076996066E-02
 2.6167873852394E-01  1.3848749087059E-02 -4.8573076716438E-01  0.0000000000000E+00 -6.4130869789922E-03 -1.4284606153140E-02
 2.7356755792266E-01  1.3494497692767E-02 -4.8427866966809E-01  0.0000000000000E+00 -7.0794664421475E-03 -1.3913057944131E-02
 2.8545567086677E-01  1.3144988432261E-02 -4.8278158210385E-01  0.0000000000000E+00 -7.7757230715963E-03 -1.3546429397685E-02
 2.9734305472241E-01  1.2800205411662E-02 -4.8124033541953E-01  0.0000000000000E+00 -8.5014863483576E-03 -1.3184715037475E-02
 3.0922968746268E-01  1.2460131076203E-02 -4.7965575418991E-01  0.0000000000000E+00 -9.2563797408081E-03 -1.2827907041752E-02
 3.2111554765944E-01  1.2124746222864E-02 -4.7802865676774E-01  0.0000000000000E+00 -1.0040020546863E-02 -1.2475995264674E-02
 3.3300061447518E-01  1.1794030038467E-02 -4.7635985541140E-01  0.0000000000000E+00 -1.0852019733498E-02 -1.2128967310134E-02
 3.4488486765482E-01  1.1467960240354E-02 -4.7465015641763E-01  0.0000000000000E+00 -1.1691981807976E-02 -1.1786808665216E-02
 3.5676828751759E-01  1.1146512994204E-02 -4.7290036024517E-01  0.0000000000000E+00 -1.2559504678234E-02 -1.1449502685219E-02
 3.6865085494892E-01  1.0829663143377E-02 -4.7111126161220E-01  0.0000000000000E+00 -1.3454179548346E-02 -1.1117030754677E-02
 3.8053255139227E-01  1.0517384056764E-02 -4.6928364963644E-01  0.0000000000000E+00 -1.4375590813188E-02 -1.0789372339280E-02
 3.9241335884113E-01  1.0209647874758E-02 -4.6741830789047E-01  0.0000000000000E+00 -1.5323315956137E-02 -1.0466504960476E-02
 4.0429325983090E-01  9.9064254454176E-03 -4.6551601454101E-01  0.0000000000000E+00 -1.6296925489499E-02 -1.0148404516300E-02
 4.1617223743090E-01  9.6076864077036E-03 -4.6357754239642E-01  0.0000000000000E+00 -1.7295982872051E-02 -9.8350449910804E-03
 4.2805027523637E-01  9.3133992433717E-03 -4.6160365902085E-01  0.0000000000000E+00 -1.8320044457612E-02 -9.5263989128218E-03
 4.3992735736051E-01  9.0235313482833E-03 -4.5959512678175E-01  0.0000000000000E+00 -1.9368659455698E-02 -9.2224371081020E-03
 4.5180346842662E-01  8.7380490596903E-03 -4.5755270294294E-01  0.0000000000000E+00 -2.0441369894219E-02 -8.9231289932093E-03
 4.6367859356019E-01  8.4569176964516E-03 -4.5547713970814E-01  0.0000000000000E+00 -2.1537710605590E-02 -8.6284425009920E-03
 4.7555271838109E-01  8.1801016627643E-03 -4.5336918429762E-01  0.0000000000000E+00 -2.2657209210483E-02 -8.3383442186756E-03
 4.8742582899583E-01  7.9075644154815E-03 -4.5122957898634E-01  0.0000000000000E+00 -2.3799386132904E-02 -8.0527994571009E-03
 4.9929791198984E-01  7.6392686322715E-03 -4.4905906116524E-01  0.0000000000000E+00 -2.4963754598099E-02 -7.7717723019136E-03
 5.1116895441982E-01  7.3751761032350E-03 -4.4685836337527E-01  0.0000000000000E+00 -2.6149820679690E-02 -7.4952256362713E-03
 5.2303894380611E-01  7.1152479559639E-03 -4.4462821334488E-01  0.0000000000000E+00 -2.7357083312307E-02 -7.2231213235498E-03
 5.3490786812521E-01  6.8594445433293E-03 -4.4236933404064E-01  0.0000000000000E+00 -2.8585034368564E-02 -6.9554201315606E-03
 5.4677571580227E-01  6.6077256109496E-03 -4.4008244368005E-01  0.0000000000000E+00 -2.9833158687503E-02 -6.6920819225812E-03
 5.5864247570366E-01  6.3600502773804E-03 -4.3776825576342E-01  0.0000000000000E+00 -3.1100934177863E-02 -6.4330656044958E-03
 5.7050813712970E-01  6.1163770978520E-03 -4.3542747909141E-01  0.0000000000000E+00 -3.2387831862465E-02 -6.1783292929075E-03
 5.8237268980729E-01  5.8766641291731E-03 -4.3306081780471E-01  0.0000000000000E+00 -3.3693316011782E-02 -5.9278302760617E-03
 5.9423612388278E-01  5.6408689441459E-03 -4.3066897135887E-01  0.0000000000000E+00 -3.5016844205195E-02 -5.6815251990739E-03
 6.0609842991479E-01  5.4089487029789E-03 -4.2825263457916E-01  0.0000000000000E+00 -3.6357867474951E-02 -5.4393699446582E-03
 6.1795959886719E-01  5.1808601775250E-03 -4.2581249763391E-01  0.0000000000000E+00 -3.7715830411692E-02 -5.2013198905759E-03
 6.2981962210205E-01  4.9565598155583E-03 -4.2334924605585E-01  0.0000000000000E+00 -3.9090171304585E-02 -4.9673298272038E-03
 6.4167849137279E-01  4.7360037750644E-03 -4.2086356074711E-01  0.0000000000000E+00 -4.0480322281265E-02 -4.7373540302263E-03
 6.5353619881730E-01  4.5191479190201E-03 -4.1835611795965E-01  0.0000000000000E+00 -4.1885709462677E-02 -4.5113463999472E-03
 6.6539273695120E-01  4.3059480013103E-03 -4.1582758930394E-01  0.0000000000000E+00 -4.3305753118561E-02 -4.2892604011795E-03
 6.7724809866114E-01  4.0963594764092E-03 -4.1327864175660E-01  0.0000000000000E+00 -4.4739867852654E-02 -4.0710492138595E-03
 6.8910227719823E-01  3.8903377936870E-03 -4.1070993759991E-01  0.0000000000000E+00 -4.6187462759069E-02 -3.8566656849335E-03
 7.0095526617146E-01  3.6878382334973E-03 -4.0812213448830E-01  0.0000000000000E+00 -4.7647941647275E-02 -3.6460625090016E-03
 7.1280705954132E-01  3.4888160638771E-03 -4.0551588534491E-01  0.0000000000000E+00 -4.9120703191669E-02 -3.4391921203385E-03
 7.2465765161337E-01  3.2932265210867E-03 -4.0289183842601E-01  0.0000000000000E+00 -5.0605141190637E-02 -3.2360068658464E-03
 7.3650703703201E-01  3.1010248788339E-03 -4.0025063725016E-01  0.0000000000000E+00 -5.2100644739448E-02 -3.0364590198874E-03
 7.4835521077425E-01  2.9121664584747E-03 -3.9759292059471E-01  0.0000000000000E+00 -5.3606598468620E-02 -2.8405007596395E-03
 7.6020216814359E-01  2.7266066866835E-03 -3.9491932248074E-01  0.0000000000000E+00 -5.5122382783037E-02 -2.6480843150472E-03
 7.7204790476399E-01  2.5443011284704E-03 -3.9223047212828E-01  0.0000000000000E+00 -5.6647374072459E-02 -2.4591619263067E-03
 7.8389241657389E-01  2.3652054509138E-03 -3.8952699397828E-01  0.0000000000000E+00 -5.8180944999904E-02 -2.2736859576313E-03
 7.9573569982036E-01  2.1892756052910E-03 -3.8680950758520E-01  0.0000000000000E+00 -5.9722464693985E-02 -2.0916088371920E-03
 8.0757775105330E-01  2.0164676806628E-03 -3.8407862767860E-01  0.0000000000000E+00 -6.1271299070089E-02 -1.9128832295769E-03
 8.1941856711968E-01  1.8467380853188E-03 -3.8133496406881E-01  0.0000000000000E+00 -6.2826811041658E-02 -1.7374619188066E-03
 8.3125814515799E-01  1.6800434697998E-03 -3.7857912164346E-01  0.0000000000000E+00 -6.4388360827017E-02 -1.5652979763686E-03
 8.4309648259261E-01  1.5163407866947E-03 -3.7581170034551E-01  0.0000000000000E+00 -6.5955306217052E-02 -1.3963447523660E-03
 8.5493357712836E-01  1.3555873903557E-03 -3.7303329510549E-01  0.0000000000000E+00 -6.7527002830242E-02 -1.2305558505866E-03
 8.6676942674513E-01  1.1977409050191E-03 -3.7024449584657E-01  0.0000000000000E+00 -6.9102804452105E-02 -1.0678852252154E-03
 8.7860402969255E-01  1.0427594189146E-03 -3.6744588743298E-01  0.0000000000000E+00 -7.0682063279652E-02 -9.0828723557799E-04
 8.9043738448473E-01  8.9060138757765E-04 -3.6463804962395E-01  0.0000000000000E+00 -7.2264130239498E-02 -7.5171654217834E-04
 9.0226948989516E-01  7.4122573032859E-04 -3.6182155706993E-01  0.0000000000000E+00 -7.3848355290482E-02 -5.9812834279973E-04
 9.1410034495156E-01  5.9459177102006E-04 -3.5899697924144E-01  0.0000000000000E+00 -7.5434087722312E-02 -4.4747816619864E-04
 9.2592994893095E-01  4.5065938060435E-04 -3.5616488042564E-01  0.0000000000000E+00 -7.7020676468139E-02 -2.9972208506022E-04
 9.3775830135467E-01  3.0938884641433E-04 -3.5332581964856E-01  0.0000000000000E+00 -7.8607470413671E-02 -1.5481663510648E-04
 9.4958540198355E-01  1.7074104145050E-04 -3.5048035068697E-01  0.0000000000000E+00 -8.0193818712012E-02 -1.2718858683613E-05
 9.6141125081313E-01  3.4677303853468E-05 -3.4762902200757E-01  0.0000000000000E+00 -8.1779071114240E-02  1.2661362305862E-04
 9.7323584806896E-01 -9.8840446943583E-05 -3.4477237670711E-01  0.0000000000000E+00 -8.3362578266129E-02  2.6322268947769E-04
 9.8505919420198E-01 -2.2984973793619E-04 -3.4191095251779E-01  0.0000000000000E+00 -8.4943692049277E-02  3.9714963069491E-04
 9.9688128988393E-01 -3.5838754445869E-04 -3.3904528174662E-01  0.0000000000000E+00 -8.6521765909047E-02  5.2843511404454E-04
 1.0087021360029E+00 -4.8449020242302E-04 -3.3617589123509E-01  0.0000000000000E+00 -8.8096155154512E-02  6.5711926060829E-04
 1.0205217336589E+00 -6.0819353928005E-04 -3.3330330234680E-01  0.0000000000000E+00 -8.9666217317737E-02  7.8324150893731E-04
 1.0323400841594E+00 -7.2953267970396E-04 -3.3042803087557E-01  0.0000000000000E+00 -9.1231312452896E-02  9.0684075371573E-04
 1.0441571890154E+00 -8.4854220797298E-04 -3.2755058709364E-01  0.0000000000000E+00 -9.2790803485534E-02  1.0279551384595E-03
 1.0559730499367E+00 -9.6525603020884E-04 -3.2467147562909E-01  0.0000000000000E+00 -9.4344056530827E-02  1.1466222552130E-03
 1.0677876688282E+00 -1.0797074751991E-03 -3.2179119549599E-01  0.0000000000000E+00 -9.5890441216272E-02  1.2628789858414E-03
 1.0796010477856E+00 -1.1919291719920E-03 -3.1891024001548E-01  0.0000000000000E+00 -9.7429331024826E-02  1.3767615226751E-03
 1.0914131890914E+00 -1.3019531664849E-03 -3.1602909679945E-01  0.0000000000000E+00 -9.8960103602391E-02  1.4883054658473E-03
 1.1032240952109E+00 -1.4098108197728E-03 -3.1314824772709E-01  0.0000000000000E+00 -1.0048214110026E-01  1.5975456225987E-03
 1.1150337687885E+00 -1.5155328594961E-03 -3.1026816887684E-01  0.0000000000000E+00 -1.0199483047915E-01  1.7045162280222E-03
 1.1268422126436E+00 -1.6191493761868E-03 -3.0738933053441E-01  0.0000000000000E+00 -1.0349756385980E-01  1.8092507383586E-03
 1.1386494297670E+00 -1.7206897671851E-03 -3.0451219713621E-01  0.0000000000000E+00 -1.0498973881294E-01  1.9117819744147E-03
 1.1504554233171E+00 -1.8201828269426E-03 -3.0163722722224E-01  0.0000000000000E+00 -1.0647075868229E-01  2.0121420749256E-03
