-1.0000000000000E+002  6.3873238467757E-005  4.9643526706587E-005  0.0000000000000E+000  0.0000000000000E+000  0.0000000000000E+000  0.0000000000000E+000  0.0000000000000E+000  0.0000000000000E+000  1.3494551037702E-020  4.0437545438697E-021
-8.8480524957818E+001 -1.0578202277056E-005 -2.4024676800628E-005 -1.4546222560916E-005 -1.3848162897076E-005 -1.0936531217286E-005  2.5728769562477E-005 -3.3095964669952E-032 -3.5947328474646E-032 -6.7751807580041E-008 -1.5374721870197E-007
-7.7255400470858E+001 -8.0500837627745E-005 -2.3762168416016E-006 -5.7526425552918E-005  2.2024331925755E-005  3.1810037096020E-005  3.9098225956904E-005 -8.7007221439046E-034 -9.7564504138869E-035 -5.1508463478372E-007 -1.5080461490891E-008
-6.6434502806742E+001 -2.0766177165988E-004  4.2424084355546E-005 -1.3414773065849E-004  9.1126851621636E-005  1.1206512393002E-004  7.6427429355193E-005 -1.3250412581924E-034 -1.6134466214266E-034 -1.3291321110221E-006  2.7190608510985E-007
-5.6154558605157E+001 -3.7184310373702E-004  5.7626605148639E-004 -9.2808654984964E-005  5.1642432101776E-004  4.3356176054627E-004 -8.7472446586507E-005 -2.5258373398906E-034 -1.4003903086816E-034 -2.3787190577550E-006  3.6889644284740E-006
-4.6574084058703E+001  2.1700643473528E-004  1.8710833991452E-003  7.0433665326330E-004  1.2572553566882E-003  7.6787297237738E-004 -9.4165315509097E-004  5.0762598195056E-034  1.6167557272128E-034  1.3922623896837E-006  1.1974988514285E-005
-3.7859016645246E+001  3.2538434404977E-003  3.6651135688811E-003  3.3770940149968E-003  1.6295769980066E-003  2.3237150382529E-004 -3.1524669509381E-003 -9.3758640774322E-032 -4.1023553232461E-032  2.0832145382599E-005  2.3452044364428E-005
-3.0158211560393E+001  1.1063671440204E-002  3.4145081731419E-003  8.8179082144895E-003 -8.4769226006839E-004 -3.3943676983497E-003 -6.6519292179544E-003 -1.8953099254017E-029  4.0205883668979E-029  7.0817313234578E-005  2.1834293389278E-005
-2.3573494499842E+001  2.3947233506621E-002 -4.1509985335208E-003  1.5686843903564E-002 -9.9846149284147E-003 -1.2685099229269E-002 -9.2092757832110E-003  2.9969428593588E-027 -4.3711499785485E-027  1.5326366843968E-004 -2.6610849160901E-005
-1.8134960107281E+001  3.7915910402231E-002 -2.4095860902092E-002  1.9675599017051E-002 -2.8182507275822E-002 -2.8189320683080E-002 -6.7039766739225E-003 -1.5021717185847E-024 -1.2227380114247E-024  2.4263237085222E-004 -1.5429158802753E-004
-1.3793028213623E+001  4.6441306867243E-002 -5.6675067471096E-002  1.6099215002649E-002 -5.3698262436711E-002 -4.7089377037122E-002  3.9995139055622E-003  9.4117981935980E-023  1.0086456525089E-022  2.9713758507291E-004 -3.6282646486674E-004
-1.0431375313990E+001  4.5469876777953E-002 -9.6711454634951E-002  3.6205129639684E-003 -8.1682334111074E-002 -6.5169734187835E-002  2.2446575966254E-002  3.0270661289114E-020 -2.3137454008413E-020  2.9084619285027E-004 -6.1907128690606E-004
-7.8941360227872E+000  3.5588379572963E-002 -1.3747376723301E-001 -1.5364561405609E-002 -1.0755579911162E-001 -7.9579159387487E-002  4.5341788153639E-002 -8.8262534640371E-019  5.2827331451984E-019  2.2752638360645E-004 -8.7994547312424E-004
-6.0152983179686E+000  2.0238896161508E-002 -1.7406586951103E-001 -3.6977969165121E-002 -1.2886910151903E-001 -8.9602865350293E-002  6.8888896104985E-002  6.7651174897612E-017  5.0273707489864E-016  1.2921859825447E-004 -1.1141189944925E-003
-4.6408541065081E+000  3.1338412502384E-003 -2.0435182434520E-001 -5.7773085188532E-002 -1.4505851023684E-001 -9.5911989636033E-002  9.0399877872977E-002  2.1745957223706E-016 -1.5777452399070E-016  1.9686187291400E-005 -1.3079311152713E-003
-3.6406125513733E+000 -1.3157291042030E-002 -2.2819009891134E-001 -7.4589056682647E-002 -1.5598889340615E-001 -9.9562740149725E-002  1.0853330893669E-001 -5.0593713107734E-017  3.0275524182113E-016 -8.4619754592277E-005 -1.4604872405246E-003
-2.9114133992329E+000 -2.7319712565095E-002 -2.4643622992789E-001 -8.2784854074920E-002 -1.6064892754515E-001 -1.0144464118120E-001  1.2279323557736E-001 -2.3751772899933E-017 -2.4773722907365E-016 -1.7531001984259E-004 -1.5772456714629E-003
-2.3751406736272E+000 -3.8932748238405E-002 -2.6022448465826E-001 -7.5830229399931E-002 -1.5722594701485E-001 -1.0214993411582E-001  1.3303070465360E-001 -5.1507889350734E-016 -9.8873148648519E-016 -2.4984973132205E-004 -1.6651213774365E-003
-1.9744905437241E+000 -4.8050465500061E-002 -2.7068889031508E-001 -4.8055477935336E-002 -1.4471997387309E-001 -1.0207006021712E-001  1.3933529334462E-001  6.9346549664194E-016  2.6539492723748E-017 -3.0912180767789E-004 -1.7300327407795E-003
-1.6683450034691E+000 -5.4978225022043E-002 -2.7884924035352E-001  2.2088829327932E-003 -1.2414324196494E-001 -1.0149057739804E-001  1.4206363217278E-001  1.3179651604187E-016  3.9799058233207E-016 -3.5590626486551E-004 -1.7755551487909E-003
-1.4276481211746E+000 -6.0118514403261E-002 -2.8561936843942E-001  7.2494281839871E-002 -9.8128118940001E-002 -1.0063531088255E-001  1.4176506558589E-001  1.0781519249045E-016  8.4454757863594E-018 -3.9293721806304E-004 -1.8028565372852E-003
